# idx        omn         omt_i      temp_i         omt_e         Tref         nref        gamma        omega
 544   1.74890526   2.14887910   1.04247689   2.06792483   4.70361346  26.42245099   0.20334760   0.66341756
 545   4.12599620   2.38555016   0.82848012   4.53621046   2.91970201  24.30133946   0.19854282   0.65956019
 546   2.19648703   2.54024820   0.72527098   3.30523209   4.82652616  16.14505893   0.07157953   0.03288738
 547   3.03369206   4.90755085   0.78921089   3.87553155   2.01777843  27.62406098   0.10119206   0.07800256
 548   1.16070068   3.66619220   0.56318942   4.84540764   3.33135421  24.81588187   0.13096008   0.13531284
 549   3.68187043   3.40018542   0.71868247   1.66464444   4.16483903  15.14693160   0.05623811  -0.01508561
 550   1.44516779   1.28524486   1.46009173   2.49172938   2.62279912  28.08201704   0.03465247   0.02391391
 551   2.20033348   4.34171976   0.97847130   1.37333940   2.50843002  28.28320493   0.08607633   0.12244796
 552   3.59873974   2.84873854   0.90089549   2.13584283   4.94962302  31.29490815   0.76867909   0.76318908
 553   1.79852785   2.13833146   1.29666412   2.99903128   4.40156615  29.06345319   0.47451191   0.76725039
 554   3.98185912   1.32822766   0.94495244   3.54203342   2.20139384  14.36986175   0.01100990   0.00512905
 555   1.27886722   2.30899775   0.75092442   4.43080812   2.40592118  33.75628589   0.09126478   0.07739395
 556   4.02280927   3.52409231   1.38834453   4.31641864   2.34323883  24.45568855  -0.00708717  -0.00888586
 557   2.41563181   2.26628234   1.05815045   1.96426069   4.60774333  10.51877303   0.05295379  -0.04437246
 558   1.32294535   4.00117326   0.91759442   2.10969464   2.80683696  21.26631988   0.13704449   0.12301629
 559   3.72810318   2.41399180   1.44883000   3.63181120   2.12251929  17.36772461   0.06145678  -0.02843944
 560   2.93756896   4.07121570   0.99718661   1.62017706   3.05880701  24.00683310   0.02020695   0.08438859
 561   2.70467189   2.78774743   0.91735650   3.30937253   3.98189108  17.33427393   0.04481579   0.04675809
 562   4.03471835   2.34360953   1.28825783   2.53021281   3.99135309  27.61289381   0.57598002   1.06750106
 563   4.49781629   1.39829468   0.91574098   2.86363179   4.07978835  22.40671961   0.41336678   0.70060716
 564   1.24956386   2.57517848   1.09538590   3.57930633   3.37529801  33.81369592   0.33646438   0.66992456
 565   2.31346996   1.25327674   0.71105361   3.14330145   3.39179364  18.85137114   0.06379590  -0.10796875
 566   1.84143940   2.81648728   1.33311485   1.88072419   2.05602239  25.56003795   0.07731892   0.07205913
 567   4.43972447   1.92927343   1.37929260   2.83941121   4.27814133  38.24795993   1.08873533   1.14426779
 568   3.06734019   4.52685775   0.97104637   4.98938496   3.67135310  13.12567283   0.09550084   0.08125452
 569   4.00075622   3.93320026   0.69202382   4.62374018   2.20443976  10.61308772  -0.00056811  -0.00200932
 570   2.43503889   1.63462779   1.42349435   2.20268124   3.35671415  16.34593979   0.04637568  -0.01728141
 571   2.70251028   2.21187198   0.75520838   2.08816636   2.79148113  34.07049079   0.01570394   0.03022552
 572   1.88795380   3.94995347   1.17382932   4.68622681   4.30364610  22.72575908   0.49256578   0.93941119
 573   1.25730340   4.03786126   0.67884157   4.96092272   4.28726318  28.62133807   0.56238646   0.49526970
 574   2.28125855   2.49660130   1.40950154   4.54271465   2.70998628  27.35857789   0.11702660   1.04798443
 575   2.87955793   2.14001717   0.73411853   3.37688547   3.14411089  22.43562896   0.06774080  -0.00280611
 576   1.65618925   2.32383086   0.56131753   4.40977768   3.29963462  15.12147404   0.06384927  -0.08627678
 577   4.16376380   3.76174906   1.27584796   3.37875705   4.91225170  13.37759344  -0.00653378  -0.00792730
 578   1.05178958   2.39151659   1.09989996   1.06349084   4.47637996  26.65817971   0.01484736   0.12030367
 579   2.48987275   4.69359914   1.21297356   4.44273346   3.73779361  37.60847001   0.92271245   1.13545066
 580   3.51901455   4.78541345   1.13974379   3.92158921   4.77526647  31.96757713   1.03651804   1.21042356
 581   2.70926913   1.73652531   0.98456845   2.60170217   3.57858523  24.95130418   0.00592630   0.02369784
 582   1.08258941   2.18530875   0.82586851   3.96062622   4.55406725  28.47314055   0.37617075   0.42582479
 583   3.45101644   3.07746977   0.88957836   3.35344493   2.12941754  29.61079300   0.03481889   0.03674622
 584   3.09739343   4.22644863   1.25776314   1.85075450   3.27136712  28.90467555   0.07808946   0.96947929
 585   2.73009018   3.21585467   0.67589175   1.86445174   4.62430637  19.13507496   0.03927590   0.04987979
 586   2.01541251   3.80597565   0.89936805   3.64359428   4.14864390  10.55575975   0.12752945   0.03093134
 587   4.07353031   4.32866319   1.40808239   4.15312659   3.90811720  14.83618874  -0.00646145  -0.00649188
 588   2.26569512   1.93984856   1.14354077   4.35031984   2.56919552  38.90522431   0.46344244   0.69289926
 589   1.86218043   3.89782075   1.13126765   2.34955537   2.21068122  39.22691007   0.12311774   1.02231235
 590   4.44286127   4.03738645   0.73081963   2.77441118   3.72269613  19.47944860  -0.00166559   0.00780274
 591   1.17479090   4.47659994   0.88476837   1.73170729   4.71580412  36.10232210   0.41035407   0.71820930
 592   4.81557244   1.08801527   1.09073103   4.94369424   3.19487068  24.94730088   0.60702197   0.83551776
 593   1.84260629   2.46028115   1.48035346   2.04148990   4.82268960  10.85242321   0.06250465   0.06444618
 594   3.83726149   4.15369708   1.30474453   2.66981895   4.02299754  28.96602823   0.59965510   1.28919064
 595   3.35503124   3.02213189   0.83912310   1.42211673   4.83019555  39.74221540   0.77391781   0.70757943
 596   4.97831804   1.02407707   1.34298755   3.36571820   2.04038942  25.86838449   0.01873889   0.00679216
 597   4.70572701   2.14687887   1.10973598   2.44282977   4.03516258  26.11654223   0.59338912   0.97448732
 598   2.47670987   4.62029221   0.72809566   2.27712258   2.04531149  13.48060751   0.08283533  -0.05560458
 599   4.64021191   3.02064085   1.10438889   1.85462390   4.36693969  29.57492735   0.73291967   1.07971921
 600   3.88816239   4.00581382   1.12776747   4.00656941   3.08940051  15.46452423   0.04442054   0.05143826
 601   1.30109036   1.68366772   1.47423585   3.93123607   4.91263664  20.28265399   0.27303111   0.77751955
 602   3.40359510   1.07337679   1.38784762   2.95549830   4.31824928  14.30228797   0.03486056  -0.00202913
 603   3.06521647   1.27381022   0.96854834   2.69362262   4.21675592  20.43959330   0.06318712   0.78721750
 604   2.17049408   4.64606819   1.13386752   2.74510798   3.79999509  30.54722501   0.40790937   1.00895226
 605   4.22996734   3.49898659   1.32734796   2.25413325   3.99206031  33.10732663   0.74855316   1.29728814
 606   3.54538198   2.70526161   1.45694747   3.42331767   4.08277402  30.51419535   0.80189345   1.19604929
 607   4.42010486   3.87407564   0.71439232   3.24348291   2.86690797  24.84868210   0.03064165   0.52433367
 608   1.05723290   1.80112561   0.53273659   2.01636521   2.59974882  33.78052382   0.03828783  -0.00660954
 609   3.95569800   2.17808456   1.06177320   4.98054020   4.45864595  16.34128555   0.32811570   0.83721819
 610   3.04173123   1.22151560   0.78833451   4.66046018   4.17656114  17.83326388   0.10297593   0.53496917
 611   4.35759177   3.53704348   0.51321249   2.54644328   3.90475436  38.86972975   0.80767284   0.50674049
 612   3.06221857   4.79318103   0.90101885   1.03578352   2.55857976  34.16395480   0.07900462   1.18565832
 613   2.49667449   4.80539240   1.40505992   1.47879002   3.27281629  27.10099960  -0.00492472   0.00348025
 614   3.37625646   1.46786092   1.16483967   4.18518243   2.03947175  19.23028770   0.06224221  -0.09240114
 615   1.14106524   1.45064053   0.78435101   2.93588242   4.64837636  17.98613938   0.05511232   0.00049584
 616   4.89283923   1.42506391   1.36058697   3.15403631   2.28578024  35.14033577   0.27646874   1.03451576
 617   3.53645821   1.02899386   0.94456875   2.47358961   4.88218967  37.90105311   0.88105724   0.56088911
 618   4.38975878   1.45189807   0.63534974   4.71349066   2.63387569  17.56795792   0.07630010  -0.11640849
 619   2.35161729   4.37876633   1.11579041   3.95958667   3.62778641  23.89207196   0.20741670   0.93712450
 620   3.00500323   4.25067022   0.65211423   3.02106688   3.81214309  22.83532726   0.11462240   0.76017732
 621   1.56752124   4.58311091   1.45565626   2.32148996   2.21172116  28.38894454   0.06091094   0.24230298
 622   2.75421047   2.86377664   1.19661317   4.02761178   4.22268862  14.97678650   0.01833468   0.06191365
 623   3.93443797   4.19081531   0.69478073   1.82109680   4.72100542  38.25692457   0.86204505   0.72536471
 624   2.86624427   3.99512501   0.51776166   2.48753713   3.10520309  21.84890036   0.08796226  -0.02281478
 625   4.95757796   3.69585980   0.78103850   4.57760234   3.68773198  30.85304715   0.99174434   0.85068297
 626   3.55321380   1.54845170   0.92511670   4.23718776   3.45522651  15.05117266   0.07306045  -0.04548620
 627   3.93391710   3.13675498   1.47375842   3.94195276   4.53917899  26.01919848   0.84406303   1.33670490
 628   1.16509719   2.38842602   1.08017327   3.69597891   3.89110334  16.96939028   0.08856055   0.09315390
 629   1.25865329   4.33422631   1.05342094   2.02487899   3.09474540  16.31040828   0.15473817   0.15392576
 630   2.40812709   4.45249623   1.49798741   3.43272393   2.54718960  23.93802999  -0.00324403   0.01832794
 631   1.42820175   1.53642177   1.10216441   3.21358561   2.91862480  27.80296953   0.05139341   0.03696369
 632   2.25102068   3.39508522   1.04035684   3.50482519   4.95463693  35.90579722   0.89751243   0.78178100
 633   2.92759230   4.84710713   1.05938025   1.17090454   3.54954251  13.81370807   0.10849894   0.06819441
 634   2.54638318   2.03051398   1.45153528   3.60446772   4.11849622  16.37030767   0.01111729   0.04094691
 635   2.92896722   3.82576624   0.84455047   2.49746782   2.91408815  11.99818221   0.06812554  -0.06928326
 636   2.09969927   2.79785910   1.38692673   1.67721326   4.04799931  36.91783120   0.50640091   0.97701406
 637   1.12420884   4.65454026   0.66297433   3.64839084   2.20768935  22.76811950   0.16880054   0.09063675
 638   1.54502366   1.66732532   0.52139411   4.87913238   3.99556748  25.13216841   0.19092746   0.21439298
 639   2.68001826   1.38121380   1.36908023   1.61779172   4.05753624  30.19092958   0.31016010   0.82991784
 640   3.58018652   1.21620907   0.68267967   4.81790307   2.19789806  35.07524639   0.26603508   0.41919651
 641   4.27886296   1.83899275   1.31114608   3.84898615   2.98068702  33.96107500   0.71328131   1.04772779
 642   4.66052511   2.43601219   0.92503726   1.49047686   4.39978460  17.01912121  -0.00621710   0.01080575
 643   2.76290225   2.38189411   1.49801468   2.10757738   2.60341723  15.31172272   0.05686639  -0.01339305
 644   3.96292875   3.62526284   1.11795501   2.70055362   3.42863126  35.16582330   0.69419484   1.08385137
 645   1.86222650   3.48233850   0.60576307   4.01320698   4.33439852  25.07598180   0.35490904   0.44281450
 646   4.11002631   3.55031096   1.02559537   1.83704531   2.17079296  18.25304785   0.05557857  -0.04860286
 647   3.12566664   3.74061106   0.66717331   2.02708008   4.12727979  20.24995543   0.02282432   0.06007177
 648   4.85155825   3.76245657   0.88176708   2.72467135   2.92593026  28.45020274   0.27503983   0.85403561
 649   2.89506285   3.37855904   1.35446985   1.05158197   3.83328900  20.10457032  -0.00608509  -0.00579869
 650   3.92032631   2.98475255   1.46053120   4.71082375   4.27441695  35.63792893   1.20396954   1.30204582
 651   3.89670225   2.31809151   1.42180508   4.44829859   3.25518121  11.03352679   0.06589005  -0.03053433
 652   2.13767225   2.94720577   1.25074155   2.89621919   4.39164672  18.47850341  -0.00292116   0.08085541
 653   4.19716599   1.37601464   1.43237960   3.04512756   2.78500013  32.46289559   0.38765549   1.03776262
 654   4.39644594   1.37819970   0.98040061   4.76590719   2.59340690  10.27440638   0.01473950   0.00405925
 655   2.12487056   3.37105860   0.61187209   3.10635875   2.98147489  12.22359598   0.03753702  -0.10990285
 656   1.28365041   1.28509991   1.02765176   4.25826209   4.89219876  35.53532227   0.65716733   0.36115401
 657   1.84271508   2.88905819   0.83706520   3.07028341   2.62098082  36.82842770   0.11764521   0.65938613
 658   3.40002503   2.63447322   0.95811036   4.22712223   2.74113902  38.43229593   0.67546924   0.76087273
 659   3.72072397   1.94444189   0.52435785   1.97255141   4.72238102  37.87549874   0.70548577   0.37518391
 660   4.02901279   2.00261701   1.46045609   1.77700624   4.50439666  35.38707729   0.86602523   1.16073668
 661   2.54550220   4.68194542   1.11280770   2.23197836   3.92212337  25.55192420   0.14521228   1.18503962
 662   3.56448336   4.36874066   1.39312358   4.08586769   2.72885104  28.48285645   0.15405749   1.15654417
 663   4.44584733   4.37856967   0.78640743   2.28204050   4.59675388  21.51214237   0.41476228   0.83056017
 664   2.38551144   2.44958880   0.53354793   4.41111547   3.71528721  38.90827370   0.68571016   0.32277396
 665   2.82621245   1.46993524   1.13619659   2.76761071   4.84152505  16.17226652   0.02173332   0.01576925
 666   2.49769812   3.39609854   0.66626748   4.92540866   4.23241216  14.71087590   0.10295737   0.04396969
 667   4.97987968   4.87336150   1.09605799   2.56879757   2.69372465  37.01588596   0.49077964   1.23348661
 668   3.34906164   2.79575600   0.82789655   4.99818452   4.30122790  19.89699992   0.50370676   0.66509977
 669   4.37301520   2.37646108   1.38557087   1.29577367   3.93571689  14.42484993   0.01227096   0.00725254
 670   2.92950030   2.42916359   1.02712840   4.10326858   2.53721972  35.50249907   0.38560434   0.75199810
 671   2.73981908   1.28858191   0.86575940   3.53301370   2.22667878  22.98122507   0.06095031  -0.11328860
 672   4.14048974   2.28342521   1.25389655   1.50430266   2.36097687  18.97422181   0.03879910  -0.04048603
 673   1.71228382   2.92028350   1.39398005   1.00372499   3.05700369  16.70190067   0.07915584   0.08873797
 674   3.44319298   4.50309165   1.06000465   1.54908271   2.27863866  16.85420001   0.09246330  -0.00075242
 675   1.94575958   1.13984515   0.86990271   3.14275452   2.51853200  23.92835264   0.05772673  -0.09325258
 676   2.76287280   3.67928787   1.31310161   2.43173456   4.73926068  37.11251255   0.87081350   1.12291552
 677   4.77874342   1.27656572   1.46518220   4.91560635   4.03971096  21.44770299   0.71187607   1.14958935
 678   2.86774133   2.78329595   0.77611213   1.03691655   2.44364603  25.29767512   0.04435602  -0.05424572
 679   3.28045473   1.58103412   1.38508876   1.43995165   2.01166921  31.22949170   0.02847357  -0.00983655
 680   2.79440032   1.19359001   0.96141237   2.52006645   4.09974485  23.63696668   0.07519287   0.69480430
 681   1.89738400   3.90550899   0.90670734   3.58791684   3.74466645  21.28953876   0.12802321   0.83623087
 682   4.68825949   1.48946512   0.76278082   3.44606591   3.95356397  31.77780105   0.86621516   0.59840786
 683   4.33123876   2.67475116   0.83148428   2.84313733   3.88219196  11.67323721   0.05696166  -0.07188573
 684   3.34637636   1.03250499   0.90143037   4.88765093   2.44660097  39.52981505   0.60522412   0.52198222
 685   2.70625631   3.20623852   0.69880165   4.16700833   4.71648575  13.25578232   0.09046238   0.02275068
 686   2.93502472   4.25180290   0.94347590   2.29677142   2.15217067  34.51474908   0.00829053   0.08716190
 687   4.77579312   1.53848251   0.82236451   2.06086366   3.65373481  18.50135050   0.02263777   0.00544639
 688   1.97344291   1.15539760   0.91332625   3.12199016   3.87001123  20.51438800   0.06588853  -0.02641287
 689   2.30789135   3.29845767   1.08673750   3.95021067   3.93572531  32.73176869   0.71707560   0.82326655
 690   3.11307818   4.14603980   1.01797061   4.93247287   4.60866520  16.25902870   0.22710723   0.89024793
 691   2.46087221   3.08970127   0.82043257   1.65746078   3.87455858  20.12820695   0.05766142   0.03957849
 692   3.15901531   4.81938131   1.39030318   3.13920939   2.08127095  38.34513639  -0.00448035  -0.00068154
 693   1.13261006   3.83055911   0.83502167   1.57242634   3.39345912  18.34158635   0.13310449   0.11420095
 694   3.65474069   2.97173858   0.68464036   1.49197705   3.97672988  11.39158133  -0.00484363  -0.00537139
 695   4.94531456   4.19010018   0.62698600   3.06105128   4.79719941  14.33096557   0.02995518   0.45893531
 696   4.97003307   4.75043234   0.87941410   2.05417954   3.15144762  36.54918530   0.65050277   1.04153471
 697   1.91198007   2.78531050   0.82483271   2.93550231   2.70104776  26.81581651   0.08103453   0.04491062
 698   2.65586654   3.88785158   1.11060355   4.97368708   2.08111359  23.07690891   0.09446644   0.08237250
 699   2.67213097   2.73107827   1.32342466   3.15833094   2.67625168  30.41067718  -0.00615777  -0.00693338
 700   4.72104684   3.23004096   0.80569260   3.38399378   3.37013250  25.60733705   0.44970026   0.79054604
 701   2.34233505   3.78742598   1.07476112   3.44391296   4.48125170  24.25600948   0.46757726   0.88758967
 702   4.99717713   4.96169658   1.13807652   3.81754967   2.18788218  28.97728836   0.03581138   0.86466549
 703   3.62650210   3.24644884   1.04898757   1.24040281   2.90113321  38.02498988   0.26027310   0.88434870
 704   4.73597474   3.83184095   0.66349223   4.12857295   4.30654472  36.46185320   1.14883697   0.70950218
 705   1.63694900   1.67639172   1.38031888   4.35269122   3.17840091  34.75333498   0.48897027   0.69846769
 706   3.90414734   3.67721943   1.14575074   4.36306117   2.82212384  18.70275487   0.01162626   0.04990738
 707   2.12368742   1.47171637   0.81717195   2.64696677   3.16018250  10.82472197   0.01392793  -0.18425547
 708   2.77508170   1.73947344   1.16531838   1.96644123   4.11804964  33.78512424   0.52042407   0.74385291
 709   2.51722445   3.08128705   1.43370860   1.16757382   4.70982140  37.12633965   0.64148578   1.10573657
 710   2.57935547   3.88452993   1.05348488   2.05911304   4.03518995  37.52283768   0.62833129   0.91134759
 711   1.63068348   1.28755468   1.13847331   2.17310981   4.99016424  33.77403316   0.42919416   0.52127012
 712   3.95860888   3.28575999   1.10788829   3.66018255   4.86530493  13.52379800  -0.00615369  -0.00786002
 713   4.54916087   4.53009520   0.70378667   2.59853725   4.78163406  16.00026741   0.07503134   0.57705748
 714   2.37350854   3.89385865   0.77694189   2.92738516   2.21668249  25.80216161   0.10740066   0.02938229
 715   3.70221365   4.31624043   0.79644900   4.74760760   4.45355458  14.59194616   0.00340089   0.05485009
 716   2.92847196   1.32339657   1.31674034   4.59786924   3.71104788  26.33774634   0.58583667   0.77929865
 717   3.10675878   2.20296001   1.22962230   4.24196370   4.91295155  17.31645568   0.36136400   0.89090672
 718   3.18827798   2.32865535   1.43049842   3.28019554   2.30228794  18.18148537   0.06066702  -0.01430621
 719   3.97450389   3.40217592   0.99624271   2.89124143   3.14963663  17.04502312   0.04193595   0.02221414
 720   1.95634228   2.83421410   1.22674915   3.68410907   3.47146023  26.05332115   0.18971900   0.87791450
 721   1.58337743   2.20847623   1.25339131   1.01765036   4.27964878  33.35004962   0.18310841   0.81087745
 722   3.01907693   3.17614971   0.50008861   3.19903566   4.07282500  28.49619787   0.44656714   0.39647759
 723   2.54523074   1.04577014   0.78679074   4.72973412   2.71628173  38.34678093   0.49063708   0.38011419
 724   2.06632210   2.01354143   0.58092164   3.66015395   4.68124817  12.10742411   0.06520517  -0.11252581
 725   2.81343540   1.10721485   1.15251596   3.17335429   2.27673910  14.32235023   0.02114995  -0.16796509
 726   2.95915789   2.98398701   0.91483322   3.34868240   3.24131430  31.24579018   0.41752011   0.72749485
 727   1.53674960   3.50841956   1.25870499   2.65271869   2.43683049  13.54033527   0.13755414   0.08625339
 728   4.49484218   4.25108112   0.56812240   3.74411722   4.87491093  29.40559637   0.97276441   0.61810144
 729   3.11795802   1.10190022   0.64184966   1.67337891   4.05666768  36.33834276   0.41467576   0.36605625
 730   3.71086315   2.40863752   1.49518206   2.83926512   3.67481745  15.19239160   0.01223654   0.02160359
 731   3.45219832   4.87482143   0.85131109   1.23152345   3.91647593  33.23217231   0.43806784   0.87313087
 732   4.26214116   4.81763931   0.66419818   2.48021289   3.31484763  19.34616571   0.03005643   0.05420550
 733   2.04645490   3.98752956   1.41781880   3.02435352   3.45536440  18.29492045   0.02466516   0.15569204
 734   2.82307962   1.86496063   0.80082880   1.87230996   2.98373111  34.71907429   0.08468126   0.68044178
 735   1.17593259   4.94647228   0.93996188   1.34810978   2.94237798  36.41259629   0.12977603   0.89928345
 736   3.75854978   3.09586624   1.48201999   1.46488879   4.46873345  10.25212129   0.03650979   0.01563976
 737   4.90939936   3.73346030   0.98457240   2.85633149   3.65081039  25.16758969   0.46651396   1.01969876
 738   4.38380668   1.24198801   0.77720736   2.80041884   4.93123007  28.82220830   0.83556693   0.55983955
 739   1.95372434   2.52951896   0.96581665   2.95898716   4.90841434  19.40532044   0.10973615   0.72497136
 740   1.70102448   3.78392110   0.52889438   2.52069424   3.33327258  23.93796354   0.10975603   0.03401794
 741   1.66965484   2.18335820   1.45421883   3.27258020   3.21167203  34.57670098   0.38271785   0.87455463
 742   1.27373291   3.26838826   1.31977807   1.08426767   4.53005755  32.50008277   0.25114580   0.94355143
 743   1.46528052   3.12715337   0.88823561   2.39733460   2.99651652  32.91862473   0.03152036   0.13158854
 744   1.74978555   2.76550855   1.49836488   4.08826798   3.43303314  20.33955046   0.01039106   0.10574824
 745   2.54014795   1.47753761   0.76617203   2.93718197   3.80555641  36.89731661   0.52137719   0.42193407
 746   3.59199727   4.49304574   0.66597880   2.73681573   3.26308322  36.76881139   0.58750984   0.68375788
 747   4.66456492   1.82709201   1.29625370   4.42736944   4.00829045  27.92874134   0.96396504   1.08848322
 748   1.20548094   4.03204013   1.08144064   3.22377251   3.12819850  11.01370545   0.16686174   0.11624866
 749   3.45883312   4.85873223   0.89770490   4.79034741   2.57024458  37.11684638   0.64564945   0.93848340
 750   3.43589228   4.61137569   0.52071472   3.87370868   3.33743035  23.62899433   0.11809423   0.64323071
 751   3.60346157   3.86108871   1.41448926   1.13153162   4.16963886  15.37779537  -0.00670518  -0.00701683
 752   4.51314569   1.97946039   0.69574544   3.78432901   4.11200967  27.64425355   0.78435343   0.57269697
 753   2.35326553   2.88682398   0.56248778   4.84494406   2.52124056  23.12167854   0.10620944  -0.04431820
 754   4.32908402   2.82062289   1.42146262   3.89358044   4.76753419  11.03577365  -0.00034103   0.02419011
 755   4.80933372   2.57851874   0.52849260   1.61649809   2.60456313  33.30433040   0.05098665   0.69508916
 756   2.06740832   1.40622943   1.28238080   2.57216345   4.18858713  16.15745609   0.04754658  -0.00690713
 757   1.73753530   1.80722227   1.38228803   3.05422894   4.35607815  39.00827622   0.69768415   0.70584778
 758   2.95267304   3.81308174   0.75343640   4.18454808   2.31745342  27.68880237   0.05948999   0.07434987
 759   1.16962980   2.71094092   1.36510799   4.46416214   4.07047826  23.48409365   0.34040779   0.85117472
 760   1.89090756   4.39225344   1.05497453   2.33561548   3.28109091  15.20353227   0.13817342   0.10940960
 761   3.08523855   1.43173068   1.15448150   2.66806171   2.99605443  17.76211621   0.05347492  -0.05499941
 762   2.26002958   1.00291092   0.65858144   4.85339588   4.84230094  15.91145850   0.09526286   0.31821288
 763   4.46256014   3.67682287   0.85804912   1.51058219   4.77027480  22.86431321   0.42551880   0.85520292
 764   3.36614270   4.77532262   0.90853819   4.76280652   3.24464260  25.20954637   0.39403266   0.89974420
 765   2.69155826   2.35337730   0.56589175   3.26727567   2.98058733  33.78801797   0.21081123   0.37500273
 766   1.66263457   1.36775747   1.49986630   1.68747885   3.87076542  15.47227285   0.03334718  -0.00117442
 767   1.70895562   1.95800720   0.98387670   4.22331214   2.17038721  26.30201223   0.08360451   0.00144633
 768   2.51536980   4.21745217   0.88366142   4.87925675   2.29578211  39.26894490   0.45959852   0.77728707
 769   1.06385053   2.81673455   0.79656841   3.47303824   3.59005484  34.58483588   0.29019531   0.49373273
 770   4.33566344   1.43136808   1.06339835   4.01826616   3.38000996  39.23491780   1.00484432   0.79151067
 771   3.98450933   4.88262888   1.40621954   1.03662385   3.23506083  20.03681863  -0.00615953  -0.00533712
 772   2.54558583   4.51304573   1.15292363   2.87258767   3.87026987  18.93645088  -0.00374644   0.01399968
 773   1.39252336   4.97127039   1.01856819   3.88705382   3.75139094  30.56650817   0.47426798   0.87947742
 774   1.06660628   3.88545447   0.68664193   1.10521262   2.10516052  19.07249613   0.13186819   0.06504830
 775   4.78610633   1.88697583   1.18411552   4.38006387   3.49486208  12.17463783   0.05245200  -0.01643630
 776   3.07510279   2.44566785   0.62766754   3.52089277   3.10079586  22.07240153   0.07798349  -0.01306848
 777   2.19628022   3.33276709   0.74075407   4.52909094   4.26110697  26.37542586   0.56785813   0.54973330
 778   1.20961392   2.55558982   1.11668228   3.97992219   2.73984744  30.10486032   0.03801880   0.12923148
 779   2.90546698   1.93539083   1.12574814   4.48884194   4.00372936  22.09947815   0.42497934   0.75727668
 780   4.48050304   3.27305013   1.47640904   3.21920607   4.47788476  17.77913506   0.16311311   1.18299260
 781   1.87454082   3.56981027   1.45029143   3.11522349   2.28535725  30.38058542  -0.00132273   0.14079562
 782   4.01828757   2.17872191   1.34947309   1.65409814   2.65699648  11.52950023   0.02441026  -0.10736997
 783   4.24218096   4.13897378   0.50445968   3.45695546   3.73275834  33.76346278   0.76904927   0.52601586
 784   4.91049087   4.52257661   0.72436594   1.01590283   4.03955775  14.75604831   0.03575295   0.01606821
 785   1.63139005   3.67670826   0.82983612   1.27785376   4.10777138  13.58227083   0.11471782   0.05426751
 786   4.66186391   3.61822030   0.94630428   2.48892652   3.64934665  25.48752196   0.39332316   0.93533537
 787   1.38594147   4.23222430   1.30509127   4.26950383   3.61978084  16.96330750   0.07348607   0.22764803
 788   2.52809267   2.56777987   1.03717461   2.38930493   4.87933301  22.72913056   0.29644895   0.74843512
 789   3.19769297   4.04033221   1.40080893   4.52826021   2.25125318  18.80170767   0.06990669   0.08031315
 790   3.52091427   2.43334415   0.58672859   4.56033937   4.75897513  34.43399792   0.99260884   0.42286988
 791   4.46600421   4.86795381   0.87360249   2.79769283   4.11260528  19.98572089   0.20365736   0.84262011
 792   4.57703860   2.58630074   0.57882667   1.70570866   3.37009630  32.67808484   0.43096643   0.52152198
 793   4.98626699   2.43328880   1.01243619   2.63843326   4.10919236  27.55807208   0.75054822   0.96040502
 794   3.57661351   1.35066421   0.62764608   1.78306909   3.60839943  30.31249018   0.20092081   0.40343565
 795   2.90799767   1.21351061   1.44599611   3.61662384   4.12606363  17.32171910   0.01270453   0.01965663
 796   3.38551057   2.68205388   0.53631507   4.92313279   4.08665291  25.56301040   0.64746533   0.40575590
 797   2.75460118   3.60630988   1.37420182   4.39118394   4.50002324  15.85955378  -0.00465696  -0.00340505
 798   4.53297795   2.27123220   0.64107700   4.41282140   4.23700083  27.13043997   0.86645706   0.54413340
 799   1.16279653   1.67458572   1.26154231   1.03174424   4.79607580  37.80946313   0.25715554   0.66199538
 800   4.71304402   1.27873481   1.39300364   4.10875736   4.13047834  39.28371386   1.27604001   1.07790600
 801   4.67056221   3.83526579   0.52910902   2.75999851   2.22981759  36.78661562   0.20653871   0.49529876
 802   1.06260411   3.94895613   1.18861337   3.58207561   4.92386186  10.71020094   0.14155545   0.18824865
 803   1.18692021   1.83572079   1.48060788   4.90305166   2.50697942  39.42670353   0.40367137   0.73740169
 804   3.30142875   3.41348332   1.28739628   4.83867937   3.56769684  18.78573465  -0.00587202  -0.00628769
 805   3.84410287   2.30697222   0.57749991   2.41043442   2.94430051  33.56693985   0.26700189   0.44599498
 806   1.74338220   4.92737758   0.88883187   4.21664958   2.11404021  32.26469811   0.10267646   0.20464784
 807   1.21403878   1.60908005   0.73848357   1.85228549   4.67021638  37.41743334   0.20563742   0.37027067
 808   4.81158790   3.77578161   1.38010753   4.97368811   2.74284283  39.43856349   0.93671755   1.47630318
 809   1.41866258   3.89622415   0.75971269   3.59799642   4.75806754  23.65089986   0.31345535   0.57609864
 810   1.37853563   1.47491646   1.43117330   4.50215162   4.38343158  32.30956507   0.66692845   0.59558033
 811   3.82169768   1.29315416   1.17116576   3.04533604   3.06799408  20.56800784   0.02868838   0.00535980
 812   3.81469176   2.03944459   1.11314711   4.36475223   4.81162369  25.58290244   0.92862550   0.84946102
 813   3.21140782   4.82509267   0.58705385   2.83237856   4.07380342  16.57832121   0.08951236   0.05109197
 814   1.72956850   1.72789737   0.66670029   3.44503562   2.42261371  26.12104414   0.06518891  -0.07569998
 815   3.71452582   3.75049372   1.28665734   3.03171889   3.59235059  31.73318137   0.63697825   1.21590860
